age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,end,sex,age_cat,race,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,label
64.0,0.0,0.0,0.0,8.0,-290.0,290.0,488.0,1,1,2,3,9,0,0,5,2,1
23.0,0.0,0.0,0.0,2.0,-1.0,1.0,718.0,0,2,0,2,9,0,0,6,2,1
36.0,10.0,0.0,0.0,14.0,-1.0,1.0,982.0,1,0,0,3,6,2,0,4,2,1
33.0,0.0,0.0,0.0,1.0,0.0,1.0,1118.0,1,0,2,8,2,1,0,1,1,0
23.0,0.0,0.0,0.0,1.0,0.0,1.0,1073.0,1,2,0,3,4,2,0,6,2,0
24.0,0.0,0.0,0.0,3.0,-1.0,1.0,445.0,1,2,0,3,7,0,0,6,2,1
32.0,0.0,0.0,0.0,9.0,0.0,0.0,186.0,1,0,2,7,6,2,0,3,1,1
57.0,0.0,0.0,0.0,0.0,-3.0,3.0,816.0,1,1,2,8,0,1,0,0,1,0
47.0,0.0,0.0,0.0,3.0,-1.0,1.0,935.0,1,1,2,3,1,1,0,0,1,0
64.0,0.0,0.0,0.0,13.0,-28.0,28.0,927.0,1,1,0,7,5,2,0,1,1,0
30.0,0.0,0.0,0.0,10.0,18.0,0.0,87.0,1,0,0,3,5,2,0,3,1,1
25.0,0.0,0.0,0.0,0.0,0.0,1.0,845.0,1,0,2,3,2,1,0,3,1,0
24.0,0.0,0.0,0.0,3.0,-61.0,1.0,502.0,1,2,0,3,5,2,0,4,2,0
36.0,0.0,0.0,0.0,2.0,-1.0,0.0,1113.0,1,0,0,3,3,1,0,0,1,1
32.0,0.0,0.0,0.0,0.0,-1.0,1.0,664.0,1,0,0,3,6,2,0,4,2,0
22.0,0.0,0.0,0.0,0.0,-1.0,1.0,511.0,0,2,0,3,4,2,0,3,1,0
26.0,0.0,0.0,0.0,0.0,-1.0,1.0,475.0,1,0,3,3,0,1,0,1,1,0
22.0,0.0,0.0,0.0,0.0,-1.0,1.0,628.0,0,2,0,3,4,2,0,3,1,0
49.0,0.0,0.0,0.0,1.0,-1.0,1.0,310.0,1,1,2,3,0,1,0,0,1,1
21.0,0.0,0.0,0.0,1.0,-18.0,18.0,626.0,1,2,0,7,6,2,0,5,2,1
22.0,0.0,0.0,0.0,0.0,-1.0,1.0,889.0,0,2,2,7,4,2,0,4,2,0
42.0,0.0,0.0,0.0,1.0,-1.0,1.0,735.0,0,0,0,3,4,2,0,3,1,0
23.0,0.0,0.0,4.0,5.0,-1.0,1.0,607.0,0,2,2,2,4,2,0,6,2,1
20.0,1.0,0.0,0.0,1.0,0.0,0.0,863.0,0,2,0,3,9,0,0,9,0,0
25.0,0.0,0.0,0.0,0.0,-1.0,1.0,496.0,1,0,0,3,6,2,0,2,1,1
24.0,0.0,0.0,0.0,5.0,-37.0,37.0,689.0,0,2,2,2,5,2,0,2,1,0
56.0,0.0,0.0,0.0,0.0,0.0,1.0,402.0,1,1,2,7,0,1,0,0,1,1
38.0,0.0,0.0,0.0,1.0,-1.0,1.0,343.0,1,0,2,8,0,1,0,0,1,1
50.0,0.0,0.0,0.0,1.0,693.0,137.0,1141.0,1,1,2,2,1,1,0,3,1,0
23.0,0.0,0.0,1.0,2.0,0.0,0.0,133.0,1,2,0,7,9,0,0,8,0,1
25.0,0.0,0.0,0.0,0.0,-1.0,1.0,865.0,0,0,2,8,3,1,0,2,1,0
23.0,2.0,0.0,1.0,4.0,85.0,260.0,693.0,1,2,0,3,9,0,0,8,0,0
23.0,0.0,2.0,0.0,3.0,0.0,1.0,526.0,0,2,0,3,5,2,0,5,2,0
25.0,0.0,0.0,1.0,1.0,-1.0,1.0,908.0,1,0,3,3,2,1,0,2,1,0
36.0,0.0,0.0,0.0,6.0,-126.0,131.0,736.0,1,0,2,3,6,2,0,2,1,0
34.0,0.0,0.0,0.0,0.0,-1.0,1.0,608.0,1,0,5,3,1,1,0,0,1,1
23.0,0.0,0.0,0.0,4.0,-33.0,33.0,972.0,1,2,0,3,8,0,0,7,0,0
20.0,0.0,0.0,0.0,1.0,-1.0,1.0,819.0,0,2,0,3,5,2,0,6,2,1
23.0,0.0,0.0,0.0,2.0,-1.0,1.0,1044.0,1,2,0,3,6,2,0,5,2,1
30.0,1.0,0.0,2.0,15.0,-1.0,1.0,1127.0,1,0,0,2,9,0,0,7,0,1
34.0,0.0,0.0,0.0,0.0,212.0,1.0,856.0,0,0,5,3,1,1,0,0,1,1
20.0,0.0,0.0,0.0,0.0,-1.0,1.0,719.0,1,2,2,3,9,0,0,9,0,1
50.0,1.0,0.0,0.0,16.0,-68.0,68.0,228.0,1,1,2,3,9,0,0,6,2,1
34.0,0.0,0.0,0.0,4.0,-1.0,1.0,1080.0,1,0,0,7,1,1,0,1,1,0
62.0,0.0,0.0,0.0,0.0,-1.0,1.0,483.0,0,1,3,3,0,1,0,0,1,0
60.0,0.0,0.0,0.0,13.0,-13.0,13.0,1037.0,1,1,0,3,2,1,0,0,1,0
56.0,0.0,0.0,0.0,7.0,-1.0,1.0,369.0,1,1,2,3,5,2,0,7,0,1
21.0,0.0,0.0,0.0,0.0,0.0,1.0,851.0,1,2,0,3,5,2,0,6,2,1
22.0,1.0,0.0,0.0,2.0,-1.0,1.0,548.0,1,2,0,3,6,2,0,7,0,1
50.0,1.0,0.0,0.0,13.0,160.0,356.0,975.0,1,1,0,7,9,0,0,4,2,1
24.0,0.0,0.0,0.0,0.0,-2.0,2.0,429.0,0,2,3,3,2,1,0,3,1,0
56.0,0.0,0.0,0.0,10.0,-1.0,1.0,387.0,1,1,3,7,1,1,0,0,1,1
36.0,0.0,0.0,0.0,5.0,17.0,795.0,216.0,1,0,0,3,2,1,0,1,1,0
56.0,0.0,0.0,0.0,3.0,-6.0,6.0,598.0,0,1,2,2,1,1,0,0,1,0
30.0,0.0,0.0,0.0,1.0,-26.0,26.0,646.0,1,0,2,3,1,1,0,1,1,0
25.0,0.0,0.0,0.0,1.0,-1.0,1.0,1069.0,1,0,0,3,2,1,0,5,2,0
46.0,0.0,0.0,0.0,0.0,-1.0,1.0,916.0,1,1,5,3,0,1,0,0,1,1
51.0,0.0,0.0,0.0,4.0,-11.0,11.0,841.0,0,1,2,2,2,1,0,0,1,0
25.0,0.0,0.0,0.0,3.0,-1.0,1.0,415.0,1,0,0,7,8,0,0,5,2,0
22.0,0.0,0.0,0.0,2.0,-36.0,36.0,704.0,1,2,2,7,3,1,0,5,2,1
23.0,0.0,0.0,0.0,0.0,-1.0,1.0,459.0,1,2,0,3,2,1,0,3,1,0
39.0,0.0,0.0,0.0,6.0,-1.0,1.0,100.0,1,0,0,2,2,1,0,0,1,1
29.0,0.0,0.0,0.0,7.0,-1.0,1.0,500.0,0,0,2,3,5,2,0,2,1,1
21.0,0.0,0.0,0.0,2.0,-1.0,1.0,49.0,1,2,0,3,8,0,0,5,2,1
33.0,0.0,0.0,0.0,3.0,-1.0,1.0,464.0,0,0,0,3,4,2,0,2,1,0
22.0,0.0,1.0,1.0,3.0,-1.0,1.0,39.0,1,2,0,7,9,0,0,6,2,1
26.0,0.0,0.0,0.0,2.0,-1.0,1.0,787.0,1,0,0,3,7,0,0,7,0,0
31.0,0.0,0.0,0.0,2.0,-1.0,1.0,564.0,1,0,0,3,6,2,0,2,1,1
23.0,1.0,0.0,4.0,2.0,0.0,0.0,1107.0,1,2,0,3,8,0,0,8,0,0
26.0,0.0,0.0,0.0,2.0,-1.0,1.0,705.0,1,0,0,3,7,0,0,7,0,1
58.0,0.0,0.0,0.0,16.0,-1.0,1.0,68.0,1,1,0,3,5,2,0,2,1,1
50.0,0.0,0.0,0.0,12.0,-22.0,22.0,469.0,1,1,0,3,0,1,0,0,1,1
26.0,0.0,0.0,0.0,8.0,0.0,0.0,783.0,1,0,0,3,6,2,0,4,2,1
24.0,0.0,0.0,0.0,0.0,0.0,1.0,454.0,1,2,0,7,1,1,0,2,1,0
27.0,0.0,0.0,0.0,0.0,-1.0,1.0,523.0,1,0,2,7,1,1,0,2,1,0
24.0,0.0,0.0,0.0,0.0,0.0,1.0,1090.0,1,2,0,3,7,0,0,6,2,0
28.0,0.0,0.0,2.0,9.0,112.0,297.0,920.0,1,0,2,8,7,0,0,5,2,0
44.0,0.0,0.0,0.0,3.0,-4.0,4.0,316.0,1,0,2,3,4,2,0,0,1,0
20.0,0.0,0.0,0.0,0.0,-1.0,1.0,527.0,0,2,2,3,5,2,0,7,0,0
20.0,0.0,0.0,2.0,1.0,-1.0,1.0,899.0,1,2,0,3,1,1,0,5,2,0
25.0,0.0,0.0,0.0,1.0,-1.0,1.0,537.0,1,0,0,3,1,1,0,2,1,1
60.0,0.0,0.0,0.0,1.0,-1.0,1.0,565.0,1,1,0,3,0,1,0,0,1,0
25.0,0.0,0.0,1.0,2.0,-1.0,1.0,514.0,1,0,0,3,8,0,0,7,0,0
28.0,0.0,0.0,0.0,3.0,-1.0,1.0,687.0,0,0,0,2,3,1,0,2,1,0
24.0,0.0,0.0,0.0,1.0,-60.0,60.0,738.0,1,2,2,2,8,0,0,7,0,0
33.0,0.0,0.0,0.0,1.0,-10.0,10.0,1152.0,0,0,0,2,1,1,0,0,1,0
21.0,0.0,0.0,0.0,5.0,-1.0,1.0,470.0,0,2,2,3,5,2,0,4,2,0
23.0,0.0,0.0,0.0,3.0,-1.0,0.0,518.0,1,2,0,3,7,0,0,8,0,1
23.0,0.0,0.0,0.0,6.0,0.0,0.0,924.0,1,2,0,3,5,2,0,6,2,1
46.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,1,1,2,8,0,1,0,0,1,0
20.0,0.0,0.0,0.0,0.0,-1.0,1.0,768.0,1,2,5,8,3,1,0,6,2,1
34.0,0.0,0.0,0.0,14.0,-1.0,1.0,934.0,0,0,0,3,8,0,0,7,0,0
46.0,0.0,0.0,0.0,0.0,-2.0,3.0,512.0,0,1,0,2,0,1,0,0,1,0
47.0,0.0,0.0,0.0,0.0,-1.0,1.0,288.0,1,1,2,2,0,1,0,0,1,0
30.0,0.0,0.0,0.0,7.0,-1.0,1.0,663.0,1,0,0,3,2,1,0,1,1,0
37.0,0.0,0.0,0.0,5.0,-15.0,15.0,660.0,1,0,2,8,6,2,0,3,1,0
28.0,0.0,0.0,0.0,9.0,-8.0,8.0,73.0,1,0,2,3,7,0,0,7,0,1
41.0,0.0,0.0,0.0,0.0,-1.0,1.0,812.0,0,0,2,7,0,1,0,0,1,0
30.0,0.0,1.0,1.0,7.0,-1.0,1.0,474.0,1,0,0,3,4,2,0,2,1,1
38.0,0.0,0.0,0.0,0.0,-1.0,1.0,803.0,1,0,0,3,0,1,0,0,1,0
28.0,0.0,1.0,0.0,14.0,29.0,213.0,364.0,1,0,0,7,6,2,0,7,0,1
22.0,0.0,0.0,0.0,1.0,-29.0,29.0,960.0,1,2,0,3,2,1,0,4,2,0
42.0,0.0,0.0,0.0,6.0,-1.0,1.0,808.0,1,0,0,3,7,0,0,7,0,1
32.0,0.0,0.0,0.0,16.0,-1.0,1.0,555.0,1,0,0,3,9,0,0,6,2,1
48.0,0.0,0.0,0.0,0.0,-1.0,1.0,627.0,1,1,3,7,0,1,0,0,1,0
26.0,0.0,0.0,1.0,6.0,-1.0,1.0,641.0,1,0,0,3,8,0,0,6,2,0
26.0,0.0,0.0,0.0,1.0,-1.0,1.0,705.0,1,0,0,7,1,1,0,2,1,0
28.0,0.0,0.0,0.0,13.0,-1.0,1.0,565.0,0,0,0,2,8,0,0,5,2,1
34.0,0.0,0.0,0.0,3.0,0.0,0.0,470.0,1,0,2,7,4,2,0,2,1,0
36.0,0.0,0.0,0.0,5.0,-20.0,20.0,121.0,1,0,0,7,7,0,0,2,1,1
74.0,0.0,0.0,0.0,2.0,-1.0,1.0,1121.0,1,1,2,3,0,1,0,0,1,0
31.0,0.0,0.0,0.0,9.0,-1.0,1.0,794.0,1,0,0,7,6,2,0,2,1,1
26.0,0.0,0.0,0.0,2.0,-177.0,177.0,525.0,1,0,2,3,3,1,0,2,1,0
32.0,2.0,0.0,1.0,15.0,-1.0,1.0,496.0,1,0,2,3,8,0,0,5,2,1
22.0,0.0,1.0,2.0,4.0,-1.0,1.0,713.0,1,2,2,7,7,0,0,4,2,1
48.0,0.0,0.0,0.0,0.0,-1.0,1.0,622.0,0,1,0,3,5,2,0,0,1,1
46.0,0.0,0.0,0.0,0.0,-1.0,1.0,866.0,1,1,3,3,0,1,0,0,1,0
24.0,0.0,0.0,0.0,6.0,-1.0,1.0,1156.0,0,2,0,8,5,2,0,6,2,0
24.0,0.0,0.0,0.0,0.0,-1.0,1.0,128.0,1,2,5,7,3,1,0,3,1,1
54.0,0.0,0.0,0.0,0.0,-1.0,1.0,837.0,0,1,0,3,0,1,0,0,1,0
35.0,0.0,0.0,0.0,22.0,0.0,0.0,340.0,1,0,0,3,9,0,0,6,2,1
30.0,0.0,0.0,0.0,10.0,18.0,0.0,63.0,1,0,0,3,5,2,0,3,1,1
63.0,0.0,0.0,0.0,0.0,-1.0,1.0,481.0,1,1,5,7,0,1,0,0,1,0
43.0,0.0,0.0,0.0,0.0,-1.0,1.0,681.0,1,0,2,3,8,0,0,2,1,1
30.0,1.0,0.0,0.0,9.0,-1.0,1.0,489.0,1,0,0,7,3,1,0,3,1,1
34.0,0.0,2.0,1.0,19.0,-1.0,1.0,800.0,1,0,0,3,9,0,0,5,2,1
35.0,0.0,0.0,0.0,0.0,-1.0,1.0,750.0,1,0,5,3,0,1,0,0,1,0
27.0,0.0,1.0,1.0,8.0,-1.0,1.0,11.0,1,0,3,3,4,2,0,3,1,1
27.0,0.0,0.0,0.0,5.0,0.0,12.0,1051.0,1,0,0,8,2,1,0,1,1,1
25.0,0.0,0.0,0.0,4.0,-1.0,1.0,289.0,1,0,0,7,2,1,0,2,1,1
25.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,1,0,5,7,0,1,0,1,1,0
45.0,1.0,0.0,0.0,12.0,-1.0,1.0,106.0,1,1,0,9,7,0,0,5,2,1
35.0,0.0,6.0,3.0,29.0,-74.0,74.0,494.0,1,0,0,3,5,2,0,1,1,0
29.0,0.0,1.0,0.0,13.0,0.0,0.0,6.0,1,0,0,3,9,0,0,9,0,1
24.0,0.0,1.0,0.0,2.0,-1.0,1.0,370.0,1,2,0,3,8,0,0,8,0,1
28.0,0.0,0.0,0.0,5.0,-1.0,1.0,931.0,0,0,0,3,7,0,0,3,1,0
27.0,0.0,0.0,0.0,2.0,-1.0,1.0,1135.0,1,0,3,7,3,1,0,2,1,0
30.0,0.0,0.0,0.0,0.0,-1.0,1.0,693.0,1,0,2,3,2,1,0,2,1,1
23.0,0.0,0.0,0.0,1.0,-8.0,8.0,526.0,0,2,0,3,3,1,0,4,2,0
30.0,0.0,0.0,0.0,9.0,-58.0,58.0,163.0,0,0,2,3,5,2,0,7,0,0
23.0,0.0,0.0,0.0,4.0,0.0,0.0,812.0,1,2,0,3,9,0,0,8,0,0
23.0,0.0,0.0,1.0,0.0,-1.0,1.0,546.0,0,2,2,7,2,1,0,2,1,0
55.0,0.0,0.0,0.0,2.0,-12.0,12.0,560.0,0,1,2,3,0,1,0,0,1,0
28.0,0.0,0.0,0.0,6.0,-1.0,1.0,82.0,0,0,2,8,9,0,0,8,0,1
32.0,0.0,3.0,0.0,19.0,-1.0,1.0,1051.0,1,0,0,3,8,0,0,3,1,1
21.0,0.0,0.0,0.0,0.0,0.0,1.0,887.0,1,2,3,3,6,2,0,5,2,0
18.0,3.0,0.0,0.0,2.0,-85.0,51.0,124.0,1,2,0,2,8,0,0,6,2,1
24.0,0.0,0.0,0.0,1.0,-1.0,1.0,906.0,1,2,0,3,1,1,0,2,1,0
57.0,0.0,0.0,0.0,9.0,-1.0,1.0,174.0,1,1,2,3,3,1,0,0,1,1
41.0,0.0,0.0,1.0,7.0,0.0,1.0,105.0,1,0,0,7,6,2,0,2,1,1
24.0,0.0,0.0,0.0,3.0,-1.0,1.0,1165.0,1,2,2,8,7,0,0,6,2,1
36.0,0.0,0.0,0.0,4.0,85.0,126.0,102.0,1,0,2,8,0,1,0,0,1,1
48.0,0.0,0.0,0.0,4.0,-6.0,6.0,638.0,0,1,3,3,0,1,0,0,1,1
46.0,0.0,0.0,0.0,13.0,-1.0,1.0,1184.0,1,1,3,3,2,1,0,1,1,0
30.0,0.0,0.0,0.0,9.0,-150.0,150.0,374.0,0,0,2,8,2,1,0,1,1,0
35.0,0.0,0.0,0.0,3.0,-1.0,0.0,1167.0,1,0,2,7,3,1,0,3,1,1
21.0,0.0,0.0,0.0,0.0,-1.0,1.0,1121.0,1,2,0,8,3,1,0,5,2,1
31.0,2.0,0.0,0.0,6.0,-1.0,1.0,1181.0,1,0,0,3,5,2,0,5,2,0
24.0,0.0,0.0,0.0,2.0,-1.0,1.0,576.0,1,2,0,3,3,1,0,3,1,1
27.0,0.0,0.0,0.0,7.0,-1.0,1.0,677.0,1,0,0,7,6,2,0,8,0,1
26.0,0.0,0.0,0.0,4.0,-1.0,1.0,117.0,0,0,0,3,8,0,0,6,2,1
23.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,1,2,2,7,5,2,0,6,2,0
40.0,0.0,0.0,0.0,8.0,-28.0,28.0,1121.0,1,0,2,3,7,0,0,8,0,1
21.0,0.0,0.0,0.0,2.0,34.0,62.0,688.0,0,2,2,7,4,2,0,5,2,0
24.0,0.0,0.0,0.0,4.0,-1.0,1.0,159.0,1,2,2,7,7,0,0,3,1,0
40.0,0.0,0.0,0.0,0.0,-1.0,1.0,747.0,1,0,2,3,0,1,0,0,1,0
29.0,0.0,0.0,0.0,13.0,-1.0,1.0,148.0,1,0,0,3,7,0,0,2,1,1
31.0,0.0,2.0,0.0,10.0,-3.0,3.0,781.0,0,0,0,3,7,0,0,3,1,0
34.0,0.0,0.0,0.0,5.0,-13.0,13.0,1101.0,1,0,0,7,5,2,0,5,2,0
31.0,0.0,0.0,0.0,7.0,-1.0,1.0,586.0,1,0,0,7,5,2,0,4,2,0
21.0,0.0,0.0,0.0,2.0,34.0,62.0,34.0,0,2,2,7,4,2,0,5,2,0
23.0,0.0,0.0,0.0,1.0,-1.0,1.0,849.0,1,2,2,3,2,1,0,3,1,0
34.0,0.0,0.0,0.0,1.0,-3.0,3.0,572.0,1,0,0,8,1,1,0,1,1,0
22.0,0.0,0.0,0.0,3.0,-1.0,1.0,776.0,1,2,0,3,5,2,0,5,2,0
54.0,0.0,0.0,0.0,7.0,-98.0,98.0,805.0,0,1,2,3,4,2,0,1,1,0
27.0,0.0,0.0,0.0,0.0,-5.0,5.0,679.0,1,0,2,8,2,1,0,1,1,1
26.0,1.0,1.0,0.0,18.0,-1.0,1.0,582.0,1,0,0,3,9,0,0,6,2,1
36.0,0.0,0.0,0.0,0.0,-1.0,1.0,811.0,0,0,2,7,1,1,0,0,1,0
51.0,0.0,0.0,0.0,12.0,21.0,154.0,21.0,1,1,0,3,7,0,0,7,0,1
35.0,0.0,0.0,0.0,0.0,-1.0,1.0,1075.0,1,0,0,3,8,0,0,4,2,0
30.0,0.0,0.0,1.0,5.0,-1.0,1.0,479.0,1,0,0,3,5,2,0,5,2,1
52.0,0.0,0.0,0.0,0.0,-1.0,1.0,52.0,1,1,0,7,5,2,0,3,1,1
41.0,0.0,0.0,0.0,7.0,-2.0,2.0,1104.0,1,0,0,8,2,1,0,1,1,1
25.0,0.0,0.0,0.0,2.0,-25.0,25.0,383.0,0,0,2,3,4,2,0,2,1,1
40.0,0.0,0.0,0.0,0.0,-1.0,1.0,1181.0,1,0,5,7,0,1,0,0,1,0
55.0,0.0,0.0,0.0,9.0,-1.0,1.0,652.0,1,1,0,3,1,1,0,1,1,0
40.0,0.0,0.0,0.0,1.0,-1.0,1.0,752.0,1,0,0,2,0,1,0,0,1,0
24.0,0.0,0.0,0.0,3.0,-1.0,1.0,775.0,1,2,2,3,4,2,0,3,1,1
39.0,0.0,0.0,0.0,1.0,-1.0,1.0,1098.0,1,0,0,3,7,0,0,3,1,0
32.0,1.0,0.0,0.0,2.0,15.0,353.0,15.0,1,0,3,7,6,2,0,5,2,1
41.0,0.0,0.0,0.0,8.0,-1.0,1.0,1136.0,1,0,0,3,1,1,0,3,1,1
26.0,0.0,0.0,0.0,5.0,0.0,1.0,24.0,1,0,3,3,8,0,0,8,0,1
24.0,0.0,0.0,0.0,3.0,-155.0,156.0,489.0,1,2,0,8,9,0,0,9,0,1
20.0,0.0,0.0,0.0,0.0,123.0,75.0,123.0,1,2,3,9,2,1,0,4,2,0
24.0,0.0,0.0,0.0,3.0,-1.0,1.0,1104.0,1,2,2,3,7,0,0,5,2,1
23.0,0.0,0.0,0.0,4.0,-1.0,1.0,555.0,1,2,0,3,9,0,0,8,0,1
49.0,0.0,0.0,0.0,4.0,0.0,1.0,298.0,1,1,2,9,5,2,0,3,1,1
36.0,0.0,0.0,0.0,3.0,-30.0,2316.0,631.0,1,0,2,7,4,2,0,0,1,0
47.0,0.0,0.0,0.0,0.0,-1.0,1.0,775.0,1,1,0,7,4,2,0,2,1,0
37.0,0.0,0.0,0.0,1.0,-3.0,3.0,809.0,1,0,0,8,6,2,0,2,1,1
33.0,0.0,0.0,0.0,0.0,-1.0,1.0,282.0,0,0,0,3,8,0,0,6,2,1
21.0,0.0,0.0,0.0,1.0,-1.0,1.0,1157.0,1,2,0,1,7,0,0,7,0,1
47.0,0.0,0.0,0.0,3.0,0.0,0.0,590.0,1,1,3,7,0,1,0,0,1,0
54.0,0.0,0.0,0.0,3.0,-1.0,1.0,140.0,1,1,0,3,5,2,0,2,1,1
41.0,0.0,0.0,0.0,10.0,-39.0,39.0,429.0,1,0,2,3,4,2,0,6,2,0
31.0,0.0,0.0,0.0,11.0,0.0,1.0,48.0,1,0,2,2,6,2,0,8,0,1
20.0,0.0,1.0,0.0,2.0,-16.0,16.0,850.0,1,2,0,3,8,0,0,6,2,1
26.0,0.0,0.0,0.0,2.0,-1.0,1.0,86.0,1,0,0,3,1,1,0,2,1,0
27.0,0.0,0.0,0.0,2.0,-1.0,1.0,96.0,1,0,5,8,1,1,0,2,1,1
28.0,0.0,0.0,0.0,5.0,-1.0,1.0,795.0,1,0,0,3,4,2,0,2,1,1
28.0,0.0,0.0,0.0,7.0,-7.0,7.0,237.0,0,0,2,3,5,2,0,4,2,1
24.0,0.0,0.0,0.0,4.0,0.0,0.0,380.0,1,2,2,3,7,0,0,7,0,0
41.0,0.0,0.0,1.0,7.0,0.0,1.0,571.0,1,0,0,7,6,2,0,2,1,1
41.0,0.0,0.0,0.0,14.0,-202.0,203.0,553.0,1,0,0,2,6,2,0,9,0,0
32.0,0.0,0.0,0.0,0.0,-1.0,1.0,539.0,1,0,2,3,6,2,0,3,1,0
39.0,0.0,0.0,0.0,1.0,-1.0,1.0,1131.0,0,0,0,3,1,1,0,0,1,0
29.0,0.0,0.0,0.0,5.0,-1.0,1.0,656.0,1,0,0,2,5,2,0,4,2,0
51.0,0.0,0.0,0.0,8.0,-1.0,1.0,135.0,1,1,0,7,5,2,0,6,2,1
66.0,0.0,0.0,0.0,3.0,-36.0,37.0,1130.0,1,1,0,3,0,1,0,0,1,0
23.0,0.0,0.0,0.0,2.0,-1.0,1.0,704.0,1,2,3,3,3,1,0,3,1,0
31.0,0.0,0.0,0.0,0.0,-1.0,1.0,860.0,1,0,0,2,5,2,0,2,1,0
23.0,0.0,0.0,0.0,0.0,-3.0,3.0,178.0,1,2,2,3,5,2,0,4,2,1
36.0,0.0,0.0,0.0,4.0,-10.0,10.0,174.0,0,0,2,7,5,2,0,2,1,1
45.0,0.0,0.0,0.0,1.0,-48.0,49.0,117.0,1,1,0,3,1,1,0,0,1,1
28.0,0.0,0.0,0.0,3.0,-1.0,1.0,735.0,1,0,3,3,4,2,0,2,1,1
39.0,0.0,4.0,0.0,10.0,-1.0,2994.0,238.0,1,0,0,8,8,0,0,2,1,0
36.0,0.0,0.0,0.0,9.0,-1.0,1.0,797.0,0,0,3,3,0,1,0,0,1,1
38.0,0.0,0.0,0.0,5.0,-2.0,3.0,15.0,1,0,2,3,6,2,0,1,1,1
49.0,0.0,0.0,0.0,2.0,-1.0,1.0,338.0,0,1,2,7,1,1,0,0,1,1
29.0,0.0,0.0,0.0,2.0,-24.0,24.0,875.0,1,0,2,2,1,1,0,2,1,0
51.0,0.0,0.0,0.0,8.0,-1.0,1.0,39.0,1,1,0,7,5,2,0,6,2,1
26.0,0.0,0.0,0.0,3.0,0.0,0.0,66.0,1,0,0,7,3,1,0,4,2,1
38.0,0.0,0.0,0.0,1.0,-8.0,8.0,820.0,1,0,0,3,0,1,0,0,1,1
27.0,0.0,1.0,0.0,9.0,-1.0,1.0,136.0,1,0,0,3,8,0,0,7,0,1
23.0,0.0,0.0,1.0,3.0,-1.0,1.0,293.0,1,2,2,2,3,1,0,3,1,1
28.0,0.0,0.0,0.0,0.0,0.0,1.0,885.0,0,0,0,2,7,0,0,5,2,0
37.0,0.0,0.0,0.0,2.0,-1.0,1.0,475.0,0,0,2,3,7,0,0,1,1,1
42.0,0.0,0.0,0.0,3.0,-1.0,1.0,153.0,0,0,0,3,8,0,0,2,1,0
28.0,0.0,0.0,0.0,0.0,-1.0,1.0,558.0,0,0,2,7,1,1,0,1,1,0
31.0,0.0,0.0,0.0,1.0,-1.0,1.0,416.0,1,0,2,3,6,2,0,1,1,1
20.0,0.0,0.0,1.0,0.0,-1.0,1.0,930.0,1,2,2,3,5,2,0,8,0,1
33.0,0.0,0.0,0.0,9.0,-1.0,1.0,103.0,1,0,2,3,8,0,0,4,2,1
21.0,0.0,0.0,0.0,1.0,-1.0,1.0,207.0,1,2,0,3,6,2,0,7,0,1
30.0,0.0,0.0,0.0,3.0,0.0,0.0,233.0,1,0,0,3,1,1,0,1,1,1
32.0,2.0,0.0,0.0,26.0,-32.0,32.0,347.0,1,0,0,3,9,0,0,7,0,1
25.0,0.0,0.0,0.0,2.0,-1.0,1.0,1157.0,1,0,2,3,4,2,0,2,1,0
27.0,0.0,0.0,0.0,1.0,-1.0,1.0,938.0,1,0,0,3,6,2,0,7,0,1
26.0,0.0,0.0,0.0,2.0,0.0,1.0,489.0,0,0,2,3,2,1,0,2,1,0
26.0,0.0,0.0,0.0,0.0,-1.0,1.0,1048.0,1,0,2,7,1,1,0,2,1,0
21.0,0.0,0.0,0.0,0.0,-1.0,1.0,776.0,1,2,0,7,3,1,0,5,2,0
26.0,0.0,0.0,0.0,1.0,-1.0,2.0,77.0,0,0,2,3,7,0,0,2,1,1
25.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,0,0,2,2,2,1,0,2,1,0
36.0,2.0,0.0,0.0,5.0,-64.0,64.0,783.0,1,0,0,3,9,0,0,7,0,0
30.0,0.0,0.0,0.0,8.0,-1.0,1.0,251.0,0,0,0,3,6,2,0,4,2,1
34.0,0.0,0.0,0.0,1.0,-1.0,1.0,358.0,1,0,3,3,1,1,0,1,1,0
39.0,0.0,4.0,0.0,10.0,-1.0,2994.0,1175.0,1,0,0,8,8,0,0,2,1,0
26.0,0.0,0.0,1.0,3.0,-4.0,4.0,105.0,1,0,2,7,3,1,0,3,1,1
41.0,5.0,0.0,0.0,16.0,-1.0,0.0,472.0,1,0,2,3,9,0,0,7,0,0
26.0,0.0,0.0,0.0,2.0,0.0,0.0,763.0,0,0,2,3,5,2,0,3,1,1
30.0,0.0,0.0,0.0,19.0,57.0,69.0,293.0,1,0,2,3,9,0,0,2,1,1
20.0,0.0,0.0,2.0,0.0,-1.0,1.0,829.0,1,2,0,3,3,1,0,6,2,1
56.0,0.0,0.0,0.0,1.0,-1.0,1.0,779.0,1,1,2,3,0,1,0,0,1,1
